sector,fiscal_year,month,total_apprehensions,unaccompanied_child_apprehension,family_apprehensions 
el paso,2004,december,4030,NA,NA
el paso,2004,january,8768,NA,NA
el paso,2004,february,10584,NA,NA
el paso,2004,march,13483,NA,NA
el paso,2004,april,12632,NA,NA
el paso,2004,may,10343,NA,NA
el paso,2004,june,8432,NA,NA
el paso,2004,july,8654,NA,NA
el paso,2004,august,8321,NA,NA
el paso,2004,september,7457,NA,NA
el paso,2004,yearly total,104399,NA,NA
grand forks,2004,october,92,NA,NA
grand forks,2004,november,89,NA,NA
grand forks,2004,december,85,NA,NA
grand forks,2004,january,105,NA,NA
grand forks,2004,february,70,NA,NA
grand forks,2004,march,106,NA,NA
grand forks,2004,april,84,NA,NA
grand forks,2004,may,134,NA,NA
grand forks,2004,june,136,NA,NA
grand forks,2004,july,122,NA,NA
grand forks,2004,august,105,NA,NA
grand forks,2004,september,97,NA,NA
grand forks,2004,yearly total,1225,NA,NA
havre,2004,october,81,NA,NA
havre,2004,november,48,NA,NA
havre,2004,december,90,NA,NA
havre,2004,january,84,NA,NA
havre,2004,february,62,NA,NA
havre,2004,march,84,NA,NA
havre,2004,april,69,NA,NA
havre,2004,may,92,NA,NA
havre,2004,june,83,NA,NA
havre,2004,july,108,NA,NA
havre,2004,august,106,NA,NA
havre,2004,september,79,NA,NA
havre,2004,yearly total,986,NA,NA
houlton,2004,october,27,NA,NA
houlton,2004,november,19,NA,NA
houlton,2004,december,17,NA,NA
houlton,2004,january,38,NA,NA
houlton,2004,february,17,NA,NA
houlton,2004,march,15,NA,NA
houlton,2004,april,17,NA,NA
houlton,2004,may,22,NA,NA
houlton,2004,june,17,NA,NA
houlton,2004,july,32,NA,NA
houlton,2004,august,24,NA,NA
houlton,2004,september,18,NA,NA
houlton,2004,yearly total,263,NA,NA
laredo,2004,october,4479,NA,NA
laredo,2004,november,4670,NA,NA
laredo,2004,december,3571,NA,NA
laredo,2004,january,6540,NA,NA
laredo,2004,february,8057,NA,NA
laredo,2004,march,9686,NA,NA
laredo,2004,april,7069,NA,NA
laredo,2004,may,7421,NA,NA
laredo,2004,june,6149,NA,NA
laredo,2004,july,5376,NA,NA
laredo,2004,august,6570,NA,NA
laredo,2004,september,5118,NA,NA
laredo,2004,yearly total,74706,NA,NA
livermore,2004,october,296,NA,NA
livermore,2004,november,225,NA,NA
livermore,2004,december,220,NA,NA
livermore,2004,january,172,NA,NA
livermore,2004,february,184,NA,NA
livermore,2004,march,183,NA,NA
livermore,2004,april,185,NA,NA
livermore,2004,may,214,NA,NA
livermore,2004,june,171,NA,NA
livermore,2004,july,0,NA,NA
livermore,2004,august,0,NA,NA
livermore,2004,september,0,NA,NA
livermore,2004,yearly total,1850,NA,NA
miami,2004,october,437,NA,NA
miami,2004,november,321,NA,NA
miami,2004,december,367,NA,NA
miami,2004,january,522,NA,NA
miami,2004,february,418,NA,NA
miami,2004,march,346,NA,NA
miami,2004,april,371,NA,NA
miami,2004,may,252,NA,NA
miami,2004,june,415,NA,NA
miami,2004,july,344,NA,NA
miami,2004,august,494,NA,NA
miami,2004,september,315,NA,NA
miami,2004,yearly total,4602,NA,NA
nationwide total,2004,october,67395,NA,NA
nationwide total,2004,november,59522,NA,NA
nationwide total,2004,december,45309,NA,NA
nationwide total,2004,january,94412,NA,NA
nationwide total,2004,february,112373,NA,NA
nationwide total,2004,march,156849,NA,NA
nationwide total,2004,april,137188,NA,NA
nationwide total,2004,may,120443,NA,NA
nationwide total,2004,june,96500,NA,NA
nationwide total,2004,july,93878,NA,NA
nationwide total,2004,august,95145,NA,NA
nationwide total,2004,september,81381,NA,NA
nationwide total,2004,yearly total,1160395,NA,NA
new orleans,2004,october,284,NA,NA
new orleans,2004,november,244,NA,NA
new orleans,2004,december,184,NA,NA
new orleans,2004,january,293,NA,NA
new orleans,2004,february,226,NA,NA
new orleans,2004,march,376,NA,NA
new orleans,2004,april,282,NA,NA
new orleans,2004,may,286,NA,NA
new orleans,2004,june,296,NA,NA
new orleans,2004,july,98,NA,NA
new orleans,2004,august,158,NA,NA
new orleans,2004,september,162,NA,NA
new orleans,2004,yearly total,2889,NA,NA
northern border,2004,october,774,NA,NA
northern border,2004,november,591,NA,NA
northern border,2004,december,592,NA,NA
northern border,2004,january,738,NA,NA
northern border,2004,february,688,NA,NA
northern border,2004,march,932,NA,NA
northern border,2004,april,704,NA,NA
northern border,2004,may,878,NA,NA
northern border,2004,june,929,NA,NA
northern border,2004,july,1197,NA,NA
northern border,2004,august,1082,NA,NA
northern border,2004,september,854,NA,NA
northern border,2004,yearly total,9959,NA,NA
ramey,2004,october,213,NA,NA
ramey,2004,november,247,NA,NA
ramey,2004,december,332,NA,NA
ramey,2004,january,166,NA,NA
ramey,2004,february,188,NA,NA
ramey,2004,march,31,NA,NA
ramey,2004,april,178,NA,NA
ramey,2004,may,87,NA,NA
ramey,2004,june,99,NA,NA
ramey,2004,july,74,NA,NA
ramey,2004,august,165,NA,NA
ramey,2004,september,33,NA,NA
ramey,2004,yearly total,1813,NA,NA
rio grande valley,2004,october,5414,NA,NA
rio grande valley,2004,november,5053,NA,NA
rio grande valley,2004,december,4636,NA,NA
rio grande valley,2004,january,8102,NA,NA
rio grande valley,2004,february,8732,NA,NA
rio grande valley,2004,march,10149,NA,NA
rio grande valley,2004,april,9618,NA,NA
rio grande valley,2004,may,8916,NA,NA
rio grande valley,2004,june,7423,NA,NA
rio grande valley,2004,july,8826,NA,NA
rio grande valley,2004,august,8542,NA,NA
rio grande valley,2004,september,7536,NA,NA
rio grande valley,2004,yearly total,92947,NA,NA
san diego,2004,october,10426,NA,NA
san diego,2004,november,7996,NA,NA
san diego,2004,december,5849,NA,NA
san diego,2004,january,13405,NA,NA
san diego,2004,february,13252,NA,NA
san diego,2004,march,17532,NA,NA
san diego,2004,april,15962,NA,NA
san diego,2004,may,14976,NA,NA
san diego,2004,june,11548,NA,NA
san diego,2004,july,9530,NA,NA
san diego,2004,august,9716,NA,NA
san diego,2004,september,8416,NA,NA
san diego,2004,yearly total,138608,NA,NA
southwest border,2004,october,65391,NA,NA
southwest border,2004,november,57894,NA,NA
southwest border,2004,december,43614,NA,NA
southwest border,2004,january,92521,NA,NA
southwest border,2004,february,110669,NA,NA
southwest border,2004,march,154981,NA,NA
southwest border,2004,april,135468,NA,NA
southwest border,2004,may,118726,NA,NA
southwest border,2004,june,94590,NA,NA
southwest border,2004,july,92165,NA,NA
southwest border,2004,august,93246,NA,NA
southwest border,2004,september,80017,NA,NA
southwest border,2004,yearly total,1139282,NA,NA
spokane,2004,october,83,NA,NA
spokane,2004,november,79,NA,NA
spokane,2004,december,51,NA,NA
spokane,2004,january,69,NA,NA
spokane,2004,february,103,NA,NA
spokane,2004,march,101,NA,NA
spokane,2004,april,52,NA,NA
spokane,2004,may,58,NA,NA
spokane,2004,june,84,NA,NA
spokane,2004,july,54,NA,NA
spokane,2004,august,49,NA,NA
spokane,2004,september,64,NA,NA
spokane,2004,yearly total,847,NA,NA
swanton,2004,october,177,NA,NA
swanton,2004,november,82,NA,NA
swanton,2004,december,107,NA,NA
swanton,2004,january,224,NA,NA
swanton,2004,february,182,NA,NA
swanton,2004,march,195,NA,NA
swanton,2004,april,141,NA,NA
swanton,2004,may,179,NA,NA
swanton,2004,june,270,NA,NA
swanton,2004,july,526,NA,NA
swanton,2004,august,374,NA,NA
swanton,2004,september,244,NA,NA
swanton,2004,yearly total,2701,NA,NA
tucson,2004,october,26530,NA,NA
tucson,2004,november,24890,NA,NA
tucson,2004,december,17349,NA,NA
tucson,2004,january,34913,NA,NA
tucson,2004,february,45312,NA,NA
tucson,2004,march,72095,NA,NA
tucson,2004,april,64563,NA,NA
tucson,2004,may,53132,NA,NA
tucson,2004,june,42013,NA,NA
tucson,2004,july,39114,NA,NA
tucson,2004,august,38740,NA,NA
tucson,2004,september,33120,NA,NA
tucson,2004,yearly total,491771,NA,NA
yuma,2004,october,3033,NA,NA
yuma,2004,november,3160,NA,NA
yuma,2004,december,2246,NA,NA
yuma,2004,january,7227,NA,NA
yuma,2004,february,8847,NA,NA
yuma,2004,march,12188,NA,NA
yuma,2004,april,11344,NA,NA
yuma,2004,may,10222,NA,NA
yuma,2004,june,8820,NA,NA
yuma,2004,july,10774,NA,NA
yuma,2004,august,10768,NA,NA
yuma,2004,september,9431,NA,NA
yuma,2004,yearly total,98060,NA,NA
big bend,2003,october,754,NA,NA
big bend,2003,november,722,NA,NA
big bend,2003,december,872,NA,NA
big bend,2003,january,862,NA,NA
big bend,2003,february,974,NA,NA
big bend,2003,march,1097,NA,NA
big bend,2003,april,860,NA,NA
big bend,2003,may,1099,NA,NA
big bend,2003,june,678,NA,NA
big bend,2003,july,773,NA,NA
big bend,2003,august,867,NA,NA
big bend,2003,september,761,NA,NA
big bend,2003,yearly total,10319,NA,NA
blaine,2003,october,107,NA,NA
blaine,2003,november,107,NA,NA
blaine,2003,december,89,NA,NA
blaine,2003,january,92,NA,NA
blaine,2003,february,116,NA,NA
blaine,2003,march,125,NA,NA
blaine,2003,april,93,NA,NA
blaine,2003,may,121,NA,NA
blaine,2003,june,69,NA,NA
blaine,2003,july,152,NA,NA
blaine,2003,august,140,NA,NA
blaine,2003,september,169,NA,NA
blaine,2003,yearly total,1380,NA,NA
buffalo,2003,october,112,NA,NA
buffalo,2003,november,79,NA,NA
buffalo,2003,december,55,NA,NA
buffalo,2003,january,35,NA,NA
buffalo,2003,february,30,NA,NA
buffalo,2003,march,34,NA,NA
buffalo,2003,april,26,NA,NA
buffalo,2003,may,22,NA,NA
buffalo,2003,june,33,NA,NA
buffalo,2003,july,28,NA,NA
buffalo,2003,august,30,NA,NA
buffalo,2003,september,80,NA,NA
buffalo,2003,yearly total,564,NA,NA
coastal border,2003,october,1717,NA,NA
coastal border,2003,november,1436,NA,NA
coastal border,2003,december,1045,NA,NA
coastal border,2003,january,1538,NA,NA
coastal border,2003,february,1333,NA,NA
coastal border,2003,march,1316,NA,NA
coastal border,2003,april,1581,NA,NA
coastal border,2003,may,1511,NA,NA
coastal border,2003,june,1155,NA,NA
coastal border,2003,july,1137,NA,NA
coastal border,2003,august,1116,NA,NA
coastal border,2003,september,1450,NA,NA
coastal border,2003,yearly total,16335,NA,NA
del rio,2003,october,3037,NA,NA
del rio,2003,november,1942,NA,NA
del rio,2003,december,2083,NA,NA
del rio,2003,january,6546,NA,NA
del rio,2003,february,7127,NA,NA
del rio,2003,march,6579,NA,NA
del rio,2003,april,5020,NA,NA
del rio,2003,may,4973,NA,NA
del rio,2003,june,2857,NA,NA
del rio,2003,july,2993,NA,NA
del rio,2003,august,3700,NA,NA
del rio,2003,september,3288,NA,NA
del rio,2003,yearly total,50145,NA,NA
detroit,2003,october,151,NA,NA
detroit,2003,november,195,NA,NA
detroit,2003,december,153,NA,NA
detroit,2003,january,178,NA,NA
detroit,2003,february,188,NA,NA
detroit,2003,march,170,NA,NA
detroit,2003,april,220,NA,NA
detroit,2003,may,195,NA,NA
detroit,2003,june,196,NA,NA
detroit,2003,july,235,NA,NA
detroit,2003,august,232,NA,NA
detroit,2003,september,232,NA,NA
detroit,2003,yearly total,2345,NA,NA
el centro,2003,october,8399,NA,NA
el centro,2003,november,6107,NA,NA
el centro,2003,december,4572,NA,NA
el centro,2003,january,12369,NA,NA
el centro,2003,february,13293,NA,NA
el centro,2003,march,11632,NA,NA
el centro,2003,april,6116,NA,NA
el centro,2003,may,6528,NA,NA
el centro,2003,june,5791,NA,NA
el centro,2003,july,6128,NA,NA
el centro,2003,august,6076,NA,NA
el centro,2003,september,5088,NA,NA
el centro,2003,yearly total,92099,NA,NA
el paso,2003,october,6545,NA,NA
el paso,2003,november,5303,NA,NA
el paso,2003,december,4008,NA,NA
el paso,2003,january,9255,NA,NA
el paso,2003,february,10000,NA,NA
el paso,2003,march,8883,NA,NA
el paso,2003,april,7359,NA,NA
el paso,2003,may,8120,NA,NA
el paso,2003,june,6998,NA,NA
el paso,2003,july,7618,NA,NA
el paso,2003,august,7538,NA,NA
el paso,2003,september,7189,NA,NA
el paso,2003,yearly total,88816,NA,NA
grand forks,2003,october,102,NA,NA
grand forks,2003,november,81,NA,NA
grand forks,2003,december,88,NA,NA
grand forks,2003,january,78,NA,NA
grand forks,2003,february,110,NA,NA
grand forks,2003,march,119,NA,NA
grand forks,2003,april,113,NA,NA
grand forks,2003,may,90,NA,NA
grand forks,2003,june,99,NA,NA
grand forks,2003,july,123,NA,NA
grand forks,2003,august,131,NA,NA
grand forks,2003,september,89,NA,NA
grand forks,2003,yearly total,1223,NA,NA
havre,2003,october,151,NA,NA
havre,2003,november,105,NA,NA
havre,2003,december,86,NA,NA
havre,2003,january,92,NA,NA
havre,2003,february,98,NA,NA
havre,2003,march,97,NA,NA
havre,2003,april,156,NA,NA
havre,2003,may,135,NA,NA
havre,2003,june,132,NA,NA
havre,2003,july,128,NA,NA
havre,2003,august,110,NA,NA
havre,2003,september,116,NA,NA
havre,2003,yearly total,1406,NA,NA
houlton,2003,october,53,NA,NA
houlton,2003,november,22,NA,NA
houlton,2003,december,12,NA,NA
houlton,2003,january,19,NA,NA
houlton,2003,february,17,NA,NA
houlton,2003,march,16,NA,NA
houlton,2003,april,19,NA,NA
houlton,2003,may,30,NA,NA
houlton,2003,june,21,NA,NA
houlton,2003,july,38,NA,NA
houlton,2003,august,29,NA,NA
houlton,2003,september,16,NA,NA
houlton,2003,yearly total,292,NA,NA
laredo,2003,october,4644,NA,NA
laredo,2003,november,4157,NA,NA
laredo,2003,december,3991,NA,NA
laredo,2003,january,7444,NA,NA
laredo,2003,february,7603,NA,NA
laredo,2003,march,7803,NA,NA
laredo,2003,april,5990,NA,NA
laredo,2003,may,6683,NA,NA
laredo,2003,june,5165,NA,NA
laredo,2003,july,5570,NA,NA
laredo,2003,august,6371,NA,NA
laredo,2003,september,5100,NA,NA
laredo,2003,yearly total,70521,NA,NA
livermore,2003,october,371,NA,NA
livermore,2003,november,292,NA,NA
livermore,2003,december,288,NA,NA
livermore,2003,january,309,NA,NA
livermore,2003,february,253,NA,NA
livermore,2003,march,315,NA,NA
livermore,2003,april,336,NA,NA
livermore,2003,may,330,NA,NA
livermore,2003,june,267,NA,NA
livermore,2003,july,247,NA,NA
livermore,2003,august,211,NA,NA
livermore,2003,september,346,NA,NA
livermore,2003,yearly total,3565,NA,NA
miami,2003,october,686,NA,NA
miami,2003,november,398,NA,NA
miami,2003,december,287,NA,NA
miami,2003,january,493,NA,NA
miami,2003,february,542,NA,NA
miami,2003,march,461,NA,NA
miami,2003,april,623,NA,NA
miami,2003,may,434,NA,NA
miami,2003,june,408,NA,NA
miami,2003,july,491,NA,NA
miami,2003,august,481,NA,NA
miami,2003,september,627,NA,NA
miami,2003,yearly total,5931,NA,NA
nationwide total,2003,october,64418,NA,NA
nationwide total,2003,november,49924,NA,NA
nationwide total,2003,december,39504,NA,NA
nationwide total,2003,january,89137,NA,NA
nationwide total,2003,february,98943,NA,NA
nationwide total,2003,march,100451,NA,NA
nationwide total,2003,april,77710,NA,NA
nationwide total,2003,may,91010,NA,NA
nationwide total,2003,june,77640,NA,NA
nationwide total,2003,july,81614,NA,NA
nationwide total,2003,august,86596,NA,NA
nationwide total,2003,september,74610,NA,NA
nationwide total,2003,yearly total,931557,NA,NA
new orleans,2003,october,462,NA,NA
new orleans,2003,november,430,NA,NA
new orleans,2003,december,349,NA,NA
new orleans,2003,january,535,NA,NA
new orleans,2003,february,506,NA,NA
new orleans,2003,march,504,NA,NA
new orleans,2003,april,576,NA,NA
new orleans,2003,may,516,NA,NA
new orleans,2003,june,399,NA,NA
new orleans,2003,july,378,NA,NA
new orleans,2003,august,252,NA,NA
new orleans,2003,september,244,NA,NA
new orleans,2003,yearly total,5151,NA,NA
northern border,2003,october,909,NA,NA
northern border,2003,november,757,NA,NA
northern border,2003,december,635,NA,NA
northern border,2003,january,674,NA,NA
northern border,2003,february,741,NA,NA
northern border,2003,march,736,NA,NA
northern border,2003,april,770,NA,NA
northern border,2003,may,809,NA,NA
northern border,2003,june,955,NA,NA
northern border,2003,july,1193,NA,NA
northern border,2003,august,994,NA,NA
northern border,2003,september,984,NA,NA
northern border,2003,yearly total,10157,NA,NA
ramey,2003,october,198,NA,NA
ramey,2003,november,316,NA,NA
ramey,2003,december,121,NA,NA
ramey,2003,january,201,NA,NA
ramey,2003,february,32,NA,NA
ramey,2003,march,36,NA,NA
ramey,2003,april,46,NA,NA
ramey,2003,may,231,NA,NA
ramey,2003,june,81,NA,NA
ramey,2003,july,21,NA,NA
ramey,2003,august,172,NA,NA
ramey,2003,september,233,NA,NA
ramey,2003,yearly total,1688,NA,NA
rio grande valley,2003,october,6024,NA,NA
rio grande valley,2003,november,4218,NA,NA
rio grande valley,2003,december,3814,NA,NA
rio grande valley,2003,january,7630,NA,NA
rio grande valley,2003,february,7905,NA,NA
rio grande valley,2003,march,7498,NA,NA
rio grande valley,2003,april,6560,NA,NA
rio grande valley,2003,may,7095,NA,NA
rio grande valley,2003,june,6153,NA,NA
rio grande valley,2003,july,7042,NA,NA
rio grande valley,2003,august,7737,NA,NA
rio grande valley,2003,september,6073,NA,NA
rio grande valley,2003,yearly total,77749,NA,NA
san diego,2003,october,7339,NA,NA
san diego,2003,november,5379,NA,NA
san diego,2003,december,4280,NA,NA
san diego,2003,january,10177,NA,NA
san diego,2003,february,10958,NA,NA
san diego,2003,march,11158,NA,NA
san diego,2003,april,9082,NA,NA
san diego,2003,may,10680,NA,NA
san diego,2003,june,9271,NA,NA
san diego,2003,july,10207,NA,NA
san diego,2003,august,11217,NA,NA
san diego,2003,september,11767,NA,NA
san diego,2003,yearly total,111515,NA,NA
southwest border,2003,october,61792,NA,NA
southwest border,2003,november,47731,NA,NA
southwest border,2003,december,37824,NA,NA
southwest border,2003,january,86925,NA,NA
southwest border,2003,february,96869,NA,NA
southwest border,2003,march,98399,NA,NA
southwest border,2003,april,75359,NA,NA
southwest border,2003,may,88690,NA,NA
southwest border,2003,june,75530,NA,NA
southwest border,2003,july,79284,NA,NA
southwest border,2003,august,84486,NA,NA
southwest border,2003,september,72176,NA,NA
southwest border,2003,yearly total,905065,NA,NA
spokane,2003,october,126,NA,NA
spokane,2003,november,88,NA,NA
spokane,2003,december,72,NA,NA
spokane,2003,january,79,NA,NA
spokane,2003,february,69,NA,NA
spokane,2003,march,54,NA,NA
spokane,2003,april,42,NA,NA
spokane,2003,may,60,NA,NA
spokane,2003,june,68,NA,NA
spokane,2003,july,137,NA,NA
spokane,2003,august,87,NA,NA
spokane,2003,september,110,NA,NA
spokane,2003,yearly total,992,NA,NA
swanton,2003,october,107,NA,NA
swanton,2003,november,80,NA,NA
swanton,2003,december,80,NA,NA
swanton,2003,january,101,NA,NA
swanton,2003,february,113,NA,NA
swanton,2003,march,121,NA,NA
swanton,2003,april,101,NA,NA
swanton,2003,may,156,NA,NA
swanton,2003,june,337,NA,NA
swanton,2003,july,352,NA,NA
swanton,2003,august,235,NA,NA
swanton,2003,september,172,NA,NA
swanton,2003,yearly total,1955,NA,NA
tucson,2003,october,21352,NA,NA
tucson,2003,november,17206,NA,NA
tucson,2003,december,11481,NA,NA
tucson,2003,january,26826,NA,NA
tucson,2003,february,33854,NA,NA
tucson,2003,march,37055,NA,NA
tucson,2003,april,29099,NA,NA
tucson,2003,may,37847,NA,NA
tucson,2003,june,32532,NA,NA
tucson,2003,july,34201,NA,NA
tucson,2003,august,36639,NA,NA
tucson,2003,september,29171,NA,NA
tucson,2003,yearly total,347263,NA,NA
yuma,2003,october,3698,NA,NA
yuma,2003,november,2697,NA,NA
yuma,2003,december,2723,NA,NA
yuma,2003,january,5816,NA,NA
yuma,2003,february,5155,NA,NA
yuma,2003,march,6694,NA,NA
yuma,2003,april,5273,NA,NA
yuma,2003,may,5665,NA,NA
yuma,2003,june,6085,NA,NA
yuma,2003,july,4752,NA,NA
yuma,2003,august,4341,NA,NA
yuma,2003,september,3739,NA,NA
yuma,2003,yearly total,56638,NA,NA
big bend,2002,october,913,NA,NA
big bend,2002,november,810,NA,NA
big bend,2002,december,876,NA,NA
big bend,2002,january,826,NA,NA
big bend,2002,february,1040,NA,NA
big bend,2002,march,1184,NA,NA
big bend,2002,april,1312,NA,NA
big bend,2002,may,1163,NA,NA
big bend,2002,june,702,NA,NA
big bend,2002,july,748,NA,NA
big bend,2002,august,940,NA,NA
big bend,2002,september,878,NA,NA
big bend,2002,yearly total,11392,NA,NA
blaine,2002,october,127,NA,NA
blaine,2002,november,152,NA,NA
blaine,2002,december,172,NA,NA
blaine,2002,january,106,NA,NA
blaine,2002,february,147,NA,NA
blaine,2002,march,132,NA,NA
blaine,2002,april,156,NA,NA
blaine,2002,may,175,NA,NA
blaine,2002,june,124,NA,NA
blaine,2002,july,148,NA,NA
blaine,2002,august,157,NA,NA
blaine,2002,september,136,NA,NA
blaine,2002,yearly total,1732,NA,NA
buffalo,2002,october,50,NA,NA
buffalo,2002,november,73,NA,NA
buffalo,2002,december,36,NA,NA
buffalo,2002,january,74,NA,NA
buffalo,2002,february,101,NA,NA
buffalo,2002,march,112,NA,NA
buffalo,2002,april,155,NA,NA
buffalo,2002,may,121,NA,NA
buffalo,2002,june,85,NA,NA
buffalo,2002,july,64,NA,NA
buffalo,2002,august,142,NA,NA
buffalo,2002,september,89,NA,NA
buffalo,2002,yearly total,1102,NA,NA
coastal border,2002,october,1183,NA,NA
coastal border,2002,november,1058,NA,NA
coastal border,2002,december,934,NA,NA
coastal border,2002,january,1201,NA,NA
coastal border,2002,february,1071,NA,NA
coastal border,2002,march,1365,NA,NA
coastal border,2002,april,1305,NA,NA
coastal border,2002,may,1216,NA,NA
coastal border,2002,june,1289,NA,NA
coastal border,2002,july,1407,NA,NA
coastal border,2002,august,1667,NA,NA
coastal border,2002,september,1318,NA,NA
coastal border,2002,yearly total,15014,NA,NA
del rio,2002,october,2938,NA,NA
del rio,2002,november,2367,NA,NA
del rio,2002,december,2104,NA,NA
del rio,2002,january,8384,NA,NA
del rio,2002,february,10087,NA,NA
del rio,2002,march,12068,NA,NA
del rio,2002,april,8540,NA,NA
del rio,2002,may,5404,NA,NA
del rio,2002,june,3787,NA,NA
del rio,2002,july,3301,NA,NA
del rio,2002,august,4297,NA,NA
del rio,2002,september,3708,NA,NA
del rio,2002,yearly total,66985,NA,NA
detroit,2002,october,135,NA,NA
detroit,2002,november,106,NA,NA
detroit,2002,december,98,NA,NA
detroit,2002,january,99,NA,NA
detroit,2002,february,135,NA,NA
detroit,2002,march,107,NA,NA
detroit,2002,april,137,NA,NA
detroit,2002,may,132,NA,NA
detroit,2002,june,106,NA,NA
detroit,2002,july,173,NA,NA
detroit,2002,august,133,NA,NA
detroit,2002,september,150,NA,NA
detroit,2002,yearly total,1511,NA,NA
el centro,2002,october,4069,NA,NA
el centro,2002,november,3318,NA,NA
el centro,2002,december,3720,NA,NA
el centro,2002,january,9670,NA,NA
el centro,2002,february,11118,NA,NA
el centro,2002,march,15673,NA,NA
el centro,2002,april,14274,NA,NA
el centro,2002,may,11415,NA,NA
el centro,2002,june,8870,NA,NA
el centro,2002,july,7897,NA,NA
el centro,2002,august,9557,NA,NA
el centro,2002,september,8692,NA,NA
el centro,2002,yearly total,108273,NA,NA
el paso,2002,october,4441,NA,NA
el paso,2002,november,3483,NA,NA
el paso,2002,december,3784,NA,NA
el paso,2002,january,8185,NA,NA
el paso,2002,february,9393,NA,NA
el paso,2002,march,11309,NA,NA
el paso,2002,april,11783,NA,NA
el paso,2002,may,9972,NA,NA
el paso,2002,june,6931,NA,NA
el paso,2002,july,8044,NA,NA
el paso,2002,august,9018,NA,NA
el paso,2002,september,7811,NA,NA
el paso,2002,yearly total,94154,NA,NA
grand forks,2002,october,85,NA,NA
grand forks,2002,november,80,NA,NA
grand forks,2002,december,87,NA,NA
grand forks,2002,january,93,NA,NA
grand forks,2002,february,87,NA,NA
grand forks,2002,march,113,NA,NA
grand forks,2002,april,131,NA,NA
grand forks,2002,may,159,NA,NA
grand forks,2002,june,153,NA,NA
grand forks,2002,july,138,NA,NA
grand forks,2002,august,108,NA,NA
grand forks,2002,september,135,NA,NA
grand forks,2002,yearly total,1369,NA,NA
havre,2002,october,114,NA,NA
havre,2002,november,119,NA,NA
havre,2002,december,92,NA,NA
havre,2002,january,89,NA,NA
havre,2002,february,107,NA,NA
havre,2002,march,144,NA,NA
havre,2002,april,123,NA,NA
havre,2002,may,138,NA,NA
havre,2002,june,113,NA,NA
havre,2002,july,139,NA,NA
havre,2002,august,163,NA,NA
havre,2002,september,122,NA,NA
havre,2002,yearly total,1463,NA,NA
houlton,2002,october,27,NA,NA
houlton,2002,november,31,NA,NA
houlton,2002,december,24,NA,NA
houlton,2002,january,43,NA,NA
houlton,2002,february,40,NA,NA
houlton,2002,march,35,NA,NA
houlton,2002,april,31,NA,NA
houlton,2002,may,36,NA,NA
houlton,2002,june,28,NA,NA
houlton,2002,july,42,NA,NA
houlton,2002,august,59,NA,NA
houlton,2002,september,36,NA,NA
houlton,2002,yearly total,432,NA,NA
laredo,2002,october,3431,NA,NA
laredo,2002,november,2949,NA,NA
laredo,2002,december,2608,NA,NA
laredo,2002,january,7711,NA,NA
laredo,2002,february,10628,NA,NA
laredo,2002,march,12270,NA,NA
laredo,2002,april,10709,NA,NA
laredo,2002,may,7861,NA,NA
laredo,2002,june,6545,NA,NA
laredo,2002,july,5830,NA,NA
laredo,2002,august,6376,NA,NA
laredo,2002,september,5177,NA,NA
laredo,2002,yearly total,82095,NA,NA
livermore,2002,october,437,NA,NA
livermore,2002,november,439,NA,NA
livermore,2002,december,373,NA,NA
livermore,2002,january,362,NA,NA
livermore,2002,february,247,NA,NA
livermore,2002,march,314,NA,NA
livermore,2002,april,359,NA,NA
livermore,2002,may,340,NA,NA
livermore,2002,june,360,NA,NA
livermore,2002,july,358,NA,NA
livermore,2002,august,457,NA,NA
livermore,2002,september,325,NA,NA
livermore,2002,yearly total,4371,NA,NA
miami,2002,october,391,NA,NA
miami,2002,november,352,NA,NA
miami,2002,december,251,NA,NA
miami,2002,january,445,NA,NA
miami,2002,february,415,NA,NA
miami,2002,march,494,NA,NA
miami,2002,april,422,NA,NA
miami,2002,may,475,NA,NA
miami,2002,june,440,NA,NA
miami,2002,july,532,NA,NA
miami,2002,august,564,NA,NA
miami,2002,september,362,NA,NA
miami,2002,yearly total,5143,NA,NA
nationwide total,2002,october,39677,NA,NA
nationwide total,2002,november,34251,NA,NA
nationwide total,2002,december,33080,NA,NA
nationwide total,2002,january,81667,NA,NA
nationwide total,2002,february,97561,NA,NA
nationwide total,2002,march,129204,NA,NA
nationwide total,2002,april,124149,NA,NA
nationwide total,2002,may,99630,NA,NA
nationwide total,2002,june,80862,NA,NA
nationwide total,2002,july,79200,NA,NA
nationwide total,2002,august,85494,NA,NA
nationwide total,2002,september,70535,NA,NA
nationwide total,2002,yearly total,955310,NA,NA
new orleans,2002,october,352,NA,NA
new orleans,2002,november,220,NA,NA
new orleans,2002,december,299,NA,NA
new orleans,2002,january,357,NA,NA
new orleans,2002,february,373,NA,NA
new orleans,2002,march,459,NA,NA
new orleans,2002,april,492,NA,NA
new orleans,2002,may,307,NA,NA
new orleans,2002,june,460,NA,NA
new orleans,2002,july,427,NA,NA
new orleans,2002,august,424,NA,NA
new orleans,2002,september,495,NA,NA
new orleans,2002,yearly total,4665,NA,NA
northern border,2002,october,682,NA,NA
northern border,2002,november,687,NA,NA
northern border,2002,december,645,NA,NA
northern border,2002,january,673,NA,NA
northern border,2002,february,766,NA,NA
northern border,2002,march,847,NA,NA
northern border,2002,april,923,NA,NA
northern border,2002,may,990,NA,NA
northern border,2002,june,918,NA,NA
northern border,2002,july,1132,NA,NA
